name,weight,polyline,polygon,dimensions,history,image,link,entityIds,themes,types
Colquhoun Park,-1,"43.24159228389517,-79.90031446853571,43.24154226483394,-79.90045853090697,43.24152713429062,-79.90050709158322,43.24151491840895,-79.90055707544968,43.24150566639826,-79.90060825871164,43.24149943977406,-79.90066033177946,43.24149628845976,-79.90071286377795,43.24149622857913,-79.90076570414169,43.24149925987883,-79.90081824382584,43.24150536913102,-79.90087035207338,43.241514509468814,-79.90092159235421,43.24113725962439,-79.90108989220224,43.24105927333808,-79.90192597386205,43.24091533806942,-79.90198991612748,43.240868174925474,-79.90201087400378,43.24071975279308,-79.90207681312063,43.240524052801234,-79.90216375597606,43.240393584904744,-79.9022217208429,43.24026312063892,-79.90227968512731,43.240132659815636,-79.90233764936094,43.24000219181415,-79.90239561347033,43.2398717237296,-79.90245357231002,43.2397412591332,-79.9025115358521,43.239610791026784,-79.90256949920408,43.239456709048994,-79.9026379561119,43.2392630025207,-79.90193417246712,43.239254578335945,-79.90190711949609,43.23924452152308,-79.90188118926591,43.23923287817333,-79.90185649636572,43.23921974315103,-79.90183324773874,43.239205163586824,-79.9018115455415,43.239189396295124,-79.90179175200831,43.239172401231315,-79.90177379892579,43.239154326478584,-79.90175786534013,43.23913534148656,-79.90174410323812,43.239115536900506,-79.90173258177111,43.239095190455025,-79.90172344886703,43.23907423294254,-79.90171667592269,43.239053027381246,-79.90171238424314,43.23903157621528,-79.90171056691514,43.239010062590125,-79.90171125392378,43.23898874971274,-79.90171442759711,43.238967639688646,-79.90172008604603,43.238947004110635,-79.90172815994717,43.23857936375838,-79.90189546693908,43.23847470854877,-79.90146746417383,43.238407033446094,-79.9011906969711,43.2385546113664,-79.90112353694342,43.238814167007796,-79.90100541381462,43.238987601290674,-79.90093401451209,43.239279393259906,-79.90080875286233,43.239293788151215,-79.90080257723486,43.239396419357156,-79.9007490178862,43.239460531195775,-79.90071555639874,43.239499040007395,-79.90069546805195,43.23960167115563,-79.90064190833763,43.239617071149986,-79.90063387186558,43.23970428803438,-79.9005883534506,43.239770965896795,-79.90055355476497,43.239806912027476,-79.9005347982523,43.239896709372005,-79.90048793714705,43.239924950213606,-79.90047320130672,43.2399865067452,-79.90044108118317,43.24007885935819,-79.9003928881405,43.24025740423046,-79.90031886606391,43.24105628901229,-79.8999520721275,43.24120295535069,-79.90051540441102,43.24159228389517,-79.90031446853571",1,2,,,,11,Politics,Park
Father Sean O’Sullivan Park,-1,"43.21875716930449,-79.77607884485495,43.21817669401279,-79.77630288063476,43.21820280905393,-79.7764244137314,43.2182289239671,-79.77654594693449,43.218317731030815,-79.77695921983738,43.2183758042732,-79.77722948867603,43.218411369681604,-79.77739500235644,43.21844693465959,-79.77756051623811,43.218490967285305,-79.77776544754767,43.218288098962,-79.7776058665565,43.218013027392935,-79.7775416312483,43.21801885568512,-79.77750493796839,43.218018054052315,-79.7775047469966,43.21775238931827,-79.77744815988164,43.217679374034255,-79.77743260846842,43.21760635874764,-79.77741705709039,43.21756278516248,-79.7774077729766,43.217339518020566,-79.77758879772257,43.217333307511666,-79.7775708510657,43.21732678277414,-79.7775531140678,43.21731994759105,-79.77753559701277,43.21731280592548,-79.77751831005698,43.2173053619181,-79.77750126322326,43.21729761988509,-79.77748446639535,43.217289584315196,-79.77746792931192,43.217281259867406,-79.77745166156113,43.21727265136829,-79.77743567257487,43.21726376380915,-79.77741997162343,43.21725460234278,-79.77740456781011,43.21724517228122,-79.77738947006587,43.217235479091826,-79.77737468714423,43.21722552839481,-79.77736022761619,43.217215325959586,-79.77734609986516,43.217204877701406,-79.77733231208224,43.21719418967825,-79.77731887226136,43.217183268087055,-79.77730578819472,43.21717211925992,-79.77729306746825,43.217160749661076,-79.77728071745717,43.21714916588254,-79.77726874532178,43.21713737464056,-79.77725715800324,43.21712538277166,-79.77724596221961,43.217113197228585,-79.77723516446196,43.217100825076564,-79.77722477099049,43.217088273488905,-79.77721478783104,43.21707554974289,-79.77720522077156,43.217062661215714,-79.77719607535872,43.21704961538007,-79.77718735689466,43.217036419799776,-79.77717907043406,43.21702308212563,-79.77717122078106,43.217009610090734,-79.77716381248652,43.21699601150603,-79.77715684984544,43.21698229425583,-79.77715033689442,43.21696846629333,-79.77714427740926,43.21695453563589,-79.77713867490293,43.21694051036032,-79.77713353262338,43.2169263985983,-79.77712885355174,43.216912208531845,-79.77712464040057,43.21686728407881,-79.77711203565897,43.21637074553074,-79.77697267670628,43.216298092856306,-79.77693866588803,43.21624354722973,-79.77691313327303,43.216248233755465,-79.77689186671228,43.216252597320825,-79.77687047207064,43.21625663605607,-79.77684895851594,43.216260348230534,-79.77682733526694,43.216263732253395,-79.77680561158938,43.21626678667476,-79.7767837967921,43.21626948875181,-79.77676205199612,43.216271863841364,-79.77674023595229,43.21627391094291,-79.77671835785188,43.218011863295615,-79.77595216435807,43.21774236203444,-79.77461798511274,43.217593272323334,-79.77387994717732,43.217600976339895,-79.77387654752555,43.21768113724521,-79.77384950435145,43.21776500766137,-79.77426469049678,43.217799970307524,-79.77443775790347,43.21781293296396,-79.77450193968181,43.21788578647764,-79.77486262354029,43.21793079311026,-79.77508542837596,43.21797392452834,-79.77529895816815,43.21801705535809,-79.77551248827368,43.218060182264026,-79.77572601374293,43.21811919527518,-79.77601818701044,43.21833818142065,-79.77578571068126,43.218342302856094,-79.7757932468769,43.21834669980576,-79.77580048611074,43.21835136084396,-79.77580740957146,43.21835627385917,-79.7758139992683,43.21836142608466,-79.77582023807776,43.2183668041323,-79.77582610978804,43.2183723940272,-79.77583159914138,43.21837818124396,-79.77583669187345,43.218384150744306,-79.77584137475063,43.21839028701646,-79.77584563560418,43.21839657411514,-79.77584946336212,43.21840299570327,-79.7758528480778,43.21840953509417,-79.77585578095581,43.218416175295054,-79.77585825437487,43.2184228990513,-79.77586026190758,43.21842968889096,-79.77586179833717,43.218436527170546,-79.77586285967107,43.218443396120605,-79.77586344315114,43.21845027789204,-79.7758635472611,43.21845715460234,-79.77586317173022,43.21846400838216,-79.77586231753416,43.21847082142184,-79.77586098689245,43.218477576017335,-79.77585918326263,43.21848425461685,-79.7758569113313,43.21849083986562,-79.77585417700202,43.21849731465178,-79.77585098737988,43.21850366215039,-79.7758473507531,43.21850986586726,-79.77584327657138,43.218515909681805,-79.77583877542155,43.21852177788899,-79.77583385899983,43.21852745524,-79.77582854008165,43.21853292698204,-79.77582283248827,43.21853817889667,-79.77581675105101,43.21854319733654,-79.7758103115726,43.2185488116285,-79.77580304443158,43.218554644052325,-79.77579610590051,43.21856068432861,-79.77578950820852,43.2185669218112,-79.77578326298408,43.218573345506805,-79.77577738123442,43.21857994409362,-79.77577187332618,43.21858670594177,-79.77576674896711,43.21859361913358,-79.77576201718895,43.218600671484516,-79.77575768633156,43.21860785056495,-79.77575376402815,43.218615143721884,-79.77575025719193,43.218622538101066,-79.77574717200379,43.21868381531162,-79.7757235227079,43.21875716930449,-79.77607884485495",1,2,,,,12,Politics,Park
Gage Park,-1,"43.240759287952464,-79.82650882532796,43.24082488807346,-79.82648142033189,43.24085305617154,-79.8264696565874,43.24086015138946,-79.82649806571398,43.24092800574023,-79.82646780878216,43.24101926931649,-79.8264271114359,43.2411105402603,-79.82638641857783,43.24120180727689,-79.82634572091655,43.241293074466455,-79.82630502286331,43.241392165059594,-79.82626083920547,43.24149646881509,-79.82621433328279,43.241600772447704,-79.82616781742746,43.24170508339362,-79.82612130126908,43.24180938703245,-79.82607479010662,43.24191369412365,-79.82602827871524,43.24201800148271,-79.82598177666443,43.24202321822753,-79.82597944466404,43.242121652420224,-79.82593554853717,43.24222660855046,-79.8258887481869,43.242231829012525,-79.82588642111715,43.24235699265995,-79.82583061048152,43.242250530629136,-79.82539326300655,43.24219851964128,-79.82517962114466,43.242111843296094,-79.82482355721143,43.2422115738998,-79.82478004283045,43.242316124057126,-79.82473442594777,43.24242067394517,-79.82468880362785,43.24252522386297,-79.82464318616572,43.24262977737795,-79.82459756372023,43.24273432730354,-79.82455195095633,43.24283887729701,-79.82450632799446,43.24294343079798,-79.82446071008764,43.24304797688664,-79.8244150868809,43.24341742420032,-79.82425388342892,43.24359592133595,-79.82497356891791,43.24373916036082,-79.82510729148424,43.24490638375657,-79.82981399450765,43.240751905116184,-79.83156094425195,43.23968900612057,-79.83201579882424,43.23967694471675,-79.83202071127444,43.23966478761253,-79.83202516054193,43.23965254431334,-79.8320291431482,43.23964022439195,-79.83203265597963,43.23962783748096,-79.83203569628992,43.239615393265325,-79.83203826170222,43.23960290147488,-79.83204035021099,43.239590371876645,-79.83204196018357,43.239577814267214,-79.83204309036145,43.239565238464955,-79.83204373986129,43.23955265430252,-79.83204390817556,43.23954007161918,-79.83204359517293,43.23952750025287,-79.83204280109845,43.23951495003288,-79.83204152657328,43.239502430771736,-79.83203977259421,43.23948995225795,-79.83203754053294,43.23947752424802,-79.83203483213492,43.23946515645908,-79.83203164951807,43.23945285856104,-79.83202799517106,43.239440640169335,-79.83202387195138,43.23942851083703,-79.83201928308313,43.239416480047595,-79.83201423215446,43.239404557207635,-79.8320087231148,43.23939275163911,-79.83200276027175,43.23938107257238,-79.8319963482877,43.23936952913894,-79.83198949217622,43.239358130364224,-79.8319821972981,43.23934688516042,-79.8319744693572,43.23933580231972,-79.83196631439596,43.23932489050755,-79.83195773879063,43.23931415825531,-79.83194874924644,43.239303613954235,-79.83193935279215,43.239293265848374,-79.83192955677471,43.23928312202871,-79.83191936885343,43.239273190426104,-79.8319087969941,43.23926347880574,-79.83189784946255,43.23925399476074,-79.83188653481845,43.239244745706365,-79.83187486190842,43.23923573887406,-79.83186283985917,43.239226981305876,-79.83185047807046,43.2392184798489,-79.83183778620756,43.2392102411502,-79.83182477419385,43.239202271651216,-79.83181145220303,43.23919457758293,-79.8317978306511,43.23918716496108,-79.8317839201883,43.237228867705554,-79.8280008222233,43.23733343196034,-79.8279564459811,43.237398949018235,-79.8279286416732,43.237464455305606,-79.82790084226446,43.237548308871624,-79.82786525742128,43.23764787370412,-79.82782300616783,43.237752685078206,-79.8277785207719,43.237805112427196,-79.82775627284609,43.23785750015347,-79.82773404043056,43.23796231882438,-79.8276895548459,43.23806713018708,-79.82764507399877,43.23813699386872,-79.82761542699488,43.23820688229336,-79.82758576465723,43.23827676013946,-79.82755610720675,43.23843378497822,-79.82748854913783,43.23850972816329,-79.8274560654223,43.2385882855694,-79.82742246767069,43.23866946070931,-79.82738774075273,43.23874800722887,-79.82735413801183,43.23883965758457,-79.82731493357727,43.23891821488914,-79.82728133043761,43.23899676870693,-79.82724772727624,43.23907532598762,-79.82721412395992,43.239166965330064,-79.82717492406003,43.23927170849871,-79.8271301228817,43.23937644425594,-79.82708531640593,43.239481183711504,-79.82704051471983,43.239594587146954,-79.82699200440791,43.23976766395071,-79.82691909058985,43.23987166174939,-79.82687606628232,43.23998721889982,-79.82682825801437,43.240102776167426,-79.8267804445405,43.24021308607246,-79.82673480565738,43.24030238565855,-79.826697856631,43.2403811763198,-79.82666526209782,43.24045996344585,-79.82663266279218,43.240565008234654,-79.82658920352245,43.2406700637654,-79.82654573913915,43.240759287952464,-79.82650882532796",1,2,,gagepark.jpg,,13,"Settlers,Heritage",Park
Gary Hill Parkette,-1,"43.261698350302325,-79.87765431404114,43.26191711591494,-79.8775577545166,43.26181554626396,-79.87725734710693,43.261612406453715,-79.87733244895935,43.261698350302325,-79.87765431404114",1,2,,,,14,Victims,Park
Gourley Park,-1,"43.217836411248584,-79.90103935330369,43.217670931608,-79.90064401179322,43.217458096431926,-79.90015482207664,43.217362743133776,-79.89999945795165,43.21732351193641,-79.89997183508439,43.217005856355044,-79.89973460079713,43.21690522975699,-79.89969965364907,43.21689164982657,-79.89964004817433,43.21689723991732,-79.89963766737294,43.21690449854965,-79.89963433195105,43.21691164690399,-79.89963057759174,43.21691867205327,-79.89962641108431,43.216925561293074,-79.8996218399633,43.21693230216496,-79.89961687249509,43.21693888247867,-79.89961151766268,43.216945290334266,-79.8996057851497,43.21695151414375,-79.89959968532276,43.21695754265204,-79.89959322921271,43.21696336495698,-79.89958642849474,43.21696897052947,-79.89957929546725,43.21697434923248,-79.89957184302956,43.216979491339025,-79.89956408465868,43.21698438755004,-79.89955603438484,43.216989029011216,-79.89954770676617,43.21699340732882,-79.89953911686241,43.21735739373919,-79.89979606260911,43.21747344462708,-79.89987798355791,43.21744753134728,-79.89977409265913,43.21762096367829,-79.89970286367898,43.21804172696949,-79.89953005330673,43.21826573664277,-79.89986101482317,43.2187677114112,-79.89965452897846,43.218788293400415,-79.89974487599012,43.21887327262441,-79.90011797752693,43.218623433688734,-79.90022438484901,43.218459632660405,-79.90029414519266,43.218356501598024,-79.90033806726277,43.218253373942225,-79.90038198410365,43.21815025017557,-79.90042590573937,43.21804712252736,-79.90046982729321,43.21794399847873,-79.90051374361438,43.21779618552643,-79.90057669970226,43.217945198448774,-79.90090059908225,43.21793847528757,-79.90090239118304,43.217931827251924,-79.90090464719974,43.217925271452906,-79.90090736132555,43.21791882476425,-79.90091052657455,43.21791250377876,-79.90091413479972,43.21790632476567,-79.90091817671389,43.217900303628966,-79.90092264191361,43.21789445586608,-79.90092751890604,43.217888796528165,-79.9009327951384,43.21788334018173,-79.90093845703035,43.21787810087052,-79.90094449000894,43.21787309207958,-79.90095087854611,43.21786832670092,-79.90095760619865,43.21786381699994,-79.90096465565051,43.21785957458382,-79.90097200875746,43.21785561037186,-79.90097964659365,43.21785193456742,-79.9009875495004,43.21784855663136,-79.90099569713686,43.21784548525806,-79.9010040685322,43.21784272835273,-79.90101264213973,43.21784029301122,-79.9010213958923,43.21783818550172,-79.90103030725912,43.217836411248584,-79.90103935330369",1,2,,gourley.jpg,,15,Business,Park
Harvey Park,-1,"43.275555977525855,-79.88868414197196,43.27437064856704,-79.8878491508678,43.273040319250306,-79.88711843646944,43.2723638246266,-79.88674393375489,43.27207282067285,-79.88659566327225,43.27110434739127,-79.88640692088912,43.27157071783794,-79.88490872233874,43.27158129174877,-79.88490506899113,43.27159186565947,-79.88490141564225,43.27161493806349,-79.88491082688988,43.271622049509105,-79.88492694944986,43.271631184214925,-79.88495739902913,43.2716480372974,-79.88501158854417,43.271719439572436,-79.88509625338311,43.271775384389926,-79.88515874308074,43.27182768392521,-79.88519226306687,43.27184135611942,-79.88520102431788,43.271930984096485,-79.88526056768058,43.27198964405631,-79.8852884650997,43.272040185173864,-79.88535800842638,43.27207248726413,-79.8854037576093,43.27210374508314,-79.88540773965305,43.27215330873517,-79.88547290940943,43.2722306181951,-79.88552164056053,43.27228465043927,-79.8855459403065,43.272325380755014,-79.88556425805228,43.27242185181569,-79.8857028690964,43.27243084723202,-79.88572894170626,43.272486064824925,-79.88577262546609,43.27256689836095,-79.88581454837059,43.272555815205564,-79.88631231194235,43.273920189882325,-79.88727764385094,43.27515757040767,-79.88806035128677,43.275082674392856,-79.88808917917807,43.27560849973853,-79.88849227166232,43.275555977525855,-79.88868414197196",1,2,,,,16,Veterans,Park
Jackie Washington Rotary Park,-1,"43.265518822451334,-79.85438346862793,43.26435473670315,-79.85486626625061,43.264807873398794,-79.85694766044617,43.26489381273644,-79.8565399646759,43.265003189899765,-79.85623955726622,43.265112566866584,-79.85601425170898,43.26568288643815,-79.85510230064392,43.265518822451334,-79.85438346862793",1,2,,,,17,Artists,Park
Jimmy Lomax Beach Boulevard Park,-1,"43.29193682505642,-79.79264470281002,43.2918941115431,-79.79282317054715,43.29124216624912,-79.79244681778339,43.291431776994266,-79.79167409707128,43.291892581899305,-79.7919230860692,43.29194986412548,-79.79195403691567,43.292106219824475,-79.7920409770299,43.29268636706163,-79.79236356658264,43.292679401931544,-79.79239536083128,43.29315418200292,-79.7926513419885,43.293358411360884,-79.79276147158214,43.29344442120161,-79.7928078521643,43.29352506938704,-79.79295086630658,43.293569360347554,-79.79322217834559,43.293562019741294,-79.79324110312463,43.29355467913176,-79.79326002789918,43.29347873022412,-79.7934558628541,43.29341177679361,-79.79349620512934,43.29319238110671,-79.79336954332074,43.29193682505642,-79.79264470281002",1,2,,,,18,Volunteers,Park
John Santarelli Plateau Park,-1,"43.21097967991605,-79.72744446806303,43.21081003295308,-79.72751959920778,43.21069290531664,-79.72757147411477,43.21040615219992,-79.72769846397844,43.210389254567694,-79.72762709870328,43.21027097303095,-79.727127528587,43.21055771854335,-79.72700053676688,43.21067484963195,-79.72694866556826,43.21084449587568,-79.72687353804696,43.21096277850731,-79.72737310728745,43.21097967991605,-79.72744446806303",1,2,,,,19,Politicians,Park
Kay Drage Park,-1,"43.27447476290345,-79.89215474738654,43.27305694081414,-79.89202393346547,43.27210466308451,-79.89193607557851,43.27203017191509,-79.89192946031129,43.27195565897025,-79.89192332149284,43.271881125877,-79.89191765925545,43.27180657426301,-79.89191247372106,43.27173200575601,-79.89190776500111,43.27165742198434,-79.89190353319667,43.27158282457649,-79.89189977839841,43.27150821516139,-79.89189650068657,43.271433595368244,-79.89189370013095,43.271358966826405,-79.89189137679098,43.27128433116529,-79.89188953071562,43.27120969001468,-79.89188816194346,43.271135045004314,-79.89188727050261,43.27106039776418,-79.89188685641078,43.27098574992405,-79.89188691967526,43.27091110311404,-79.89188746029293,43.27083645896392,-79.89188847825025,43.27076181910354,-79.8918899735232,43.27068718516266,-79.89189194607742,43.27061312781853,-79.8918943773032,43.27053907950212,-79.89189727818881,43.2704650418038,-79.89190064867023,43.27039101631363,-79.89190448867338,43.2703170046217,-79.89190879811406,43.27024300831739,-79.89191357689802,43.270169028990225,-79.89191882492091,43.27009506822885,-79.89192454206834,43.27002112762185,-79.89193072821577,43.26994720875724,-79.89193738322868,43.268680380990965,-79.89205622449047,43.268499729992214,-79.89207317434332,43.26749520043687,-79.89216740354632,43.26685154172557,-79.89222523093983,43.266678553686624,-79.89175865998857,43.26603003085558,-79.89000957765725,43.26601542886383,-79.88997021091528,43.26959431084317,-79.89049370252147,43.26962819704853,-79.89049841913346,43.26966211641121,-79.89050266601994,43.26969606545449,-79.89050644274482,43.26973004069844,-79.89050974892018,43.26976403866047,-79.89051258420636,43.26979418533472,-79.89051469502536,43.26982434464014,-79.8905164354311,43.26985451414637,-79.89051780528277,43.2698846914225,-79.89051880446941,43.26991487403676,-79.89051943291003,43.26994779879724,-79.89051969104744,43.26998072382172,-79.89051950650025,43.27001364593203,-79.89051887928558,43.270046561950316,-79.89051780946319,43.27007946869929,-79.8905162971357,43.270112363002376,-79.89051434244834,43.27014524168456,-79.89051194558911,43.270178101572064,-79.89050910678861,43.27021093949303,-79.8905058263202,43.27024375227763,-79.89050210449977,43.27027653675846,-79.89049794168592,43.270309289770985,-79.89049333827977,43.27034200815348,-79.89048829472495,43.270374688747815,-79.89048281150762,43.27040732839929,-79.89047688915635,43.27043992395727,-79.89047052824212,43.27090841719764,-79.89037589507582,43.27094399429438,-79.89036894877927,43.27097961983821,-79.89036248420987,43.27101529034631,-79.89035650200049,43.271051002331426,-79.89035100273675,43.27108675230236,-79.89034598695719,43.271122536764146,-79.89034145515294,43.2711583522183,-79.8903374077679,43.27119419516349,-79.89033384519864,43.27123006209572,-79.8903307677943,43.27126594950832,-79.89032817585651,43.271301853893014,-79.89032606963963,43.27133777173962,-79.89032444935033,43.27137369953674,-79.89032331514795,43.271409633771974,-79.89032266714416,43.27144557093213,-79.89032250540325,43.271481507503964,-79.89032282994182,43.27151743997423,-79.89032364072902,43.27155336482993,-79.89032493768646,43.27158927855894,-79.8903267206882,43.271625177650144,-79.89032898956076,43.27166105859398,-79.89033174408321,43.27169691788244,-79.89033498398707,43.27173275200981,-79.8903387089565,43.27176855747275,-79.89034291862816,43.271804330770735,-79.89034761259134,43.27184006840648,-79.89035279038798,43.27187576688584,-79.89035845151274,43.27191142271902,-79.89036459541296,43.2719470324198,-79.89037122148889,43.27198259250703,-79.89037832909354,43.27201809950393,-79.89038591753284,43.272053549939294,-79.89039398606576,43.27208894034704,-79.89040253390432,43.272124267267394,-79.89041156021364,43.27215952724643,-79.89042106411209,43.27219471683681,-79.8904310446713,43.272229832598306,-79.89044150091637,43.27226487109765,-79.89045243182582,43.272299828909155,-79.89046383633178,43.272334702615275,-79.89047571332007,43.272369488806326,-79.89048806163031,43.27240418408127,-79.89050088005605,43.272438785048244,-79.89051416734485,43.27247328832418,-79.89052792219844,43.27250769053571,-79.89054214327281,43.27254198831953,-79.8905568291784,43.27257617832234,-79.89057197848012,43.27261025720135,-79.89058758969766,43.27264422162469,-79.89060366130549,43.272678068271766,-79.89062019173306,43.27271179383342,-79.89063717936499,43.27274539501219,-79.89065462254113,43.27277886852291,-79.89067251955683,43.27280450511526,-79.89068662790216,43.27281221109302,-79.89069086866306,43.27284541946246,-79.89070966806655,43.27287849038452,-79.89072891593001,43.27291142062583,-79.89074861037233,43.27294420696665,-79.89076874946866,43.272976846201665,-79.89078933125073,43.27300933513946,-79.89081035370691,43.27304167060378,-79.89083181478256,43.27307384943297,-79.89085371238009,43.273105868481004,-79.89087604435922,43.27313772461719,-79.89089880853723,43.273169414727,-79.89092200268907,43.273200935711955,-79.8909456245477,43.27323228449021,-79.89096967180421,43.2732634579967,-79.89099414210813,43.273294453183595,-79.89101903306758,43.27332526702042,-79.89104434224951,43.2733558964943,-79.89107006718008,43.27338633861062,-79.8910962053447,43.27341659039289,-79.89112275418833,43.27344664888335,-79.89114971111592,43.273476511142995,-79.8911770734923,43.273506174252205,-79.89120483864282,43.273535635310736,-79.89123300385337,43.273564891437864,-79.8912615663707,43.273593939773356,-79.89129052340273,43.27362277747687,-79.89131987211876,43.274141463756706,-79.89185310176036,43.27416820354086,-79.89188030546991,43.27419514064405,-79.89190714209514,43.274222272375646,-79.89193360895517,43.2742495960257,-79.8919597034059,43.27427710886529,-79.89198542284056,43.274304808146375,-79.89201076468976,43.27433269110225,-79.89203572642177,43.27436075494801,-79.89206030554294,43.274388996880525,-79.89208449959769,43.274417414079075,-79.89210830616898,43.27444600370522,-79.8921317228784,43.27447476290345,-79.89215474738654",1,2,,,,20,Politicians,Park
Lawrence P. Sayers Park,-1,"43.244660651755176,-79.73127616195188,43.24458066749558,-79.73068577599055,43.24507648556574,-79.73055610301206,43.24508995701319,-79.73055258127035,43.24509801765603,-79.730576911153,43.24511960472759,-79.73062894557354,43.245151680974054,-79.73067359812671,43.245189815619916,-79.73069521451376,43.245264827818026,-79.73069753431834,43.24530121050126,-79.73069499537488,43.24533192374189,-79.73069601291988,43.24534108001109,-79.73071001286041,43.245340587414475,-79.7307169011418,43.24533684832159,-79.73073147420078,43.245312384650575,-79.73075937658541,43.24528877870303,-79.73079382380824,43.24526712033774,-79.73083335977982,43.245257851037195,-79.73088514813077,43.24526809777178,-79.73097275485317,43.24527101892888,-79.73102697555481,43.245271917806384,-79.73108429268649,43.24526717672934,-79.73109327947462,43.245259365918045,-79.73110153679232,43.245261802974625,-79.73111894782126,43.24492586266662,-79.73120680327342,43.244660651755176,-79.73127616195188",1,2,,,,21,Victims,Park
Lucy Day Park,-1,"43.25808987167681,-79.83383335395332,43.257993584820035,-79.8338751141864,43.25777790301649,-79.83396866000719,43.25754618350783,-79.83300138086474,43.257598684426156,-79.83297956196533,43.257651185290804,-79.83295773827308,43.25770369334192,-79.83293591916045,43.25775619419653,-79.8329140953914,43.257859721928575,-79.83287106212897,43.258025585017585,-79.83356336893458,43.25807344450868,-79.83376313198193,43.25808987167681,-79.83383335395332",1,2,,,,22,Science,Park
Mahony Park,-1,"43.24617339516054,-79.79334108926201,43.24613667900948,-79.7931885807882,43.24612679100185,-79.79314751133295,43.24552799694795,-79.79066044852826,43.24710258853778,-79.79000630997074,43.24727589243424,-79.78993431217627,43.24748634079142,-79.78984688052489,43.24762952529379,-79.78978739716796,43.247087942165024,-79.79295492891012,43.24617339516054,-79.79334108926201",1,2,,,,23,Business,Park
Mark Anthony Graham Memorial Olympic Park,-1,"43.23362498141245,-79.92721771472873,43.233905905962736,-79.92730472803795,43.2340263487396,-79.9273420344201,43.2343748926898,-79.92745001107694,43.234371072555035,-79.92757577942233,43.235123168599316,-79.92780877366377,43.235531998336974,-79.92793541765992,43.23658378604509,-79.92826127176141,43.236591527298295,-79.92826342746447,43.23659932992255,-79.92826511936416,43.23660717907054,-79.92826634424092,43.23661505980681,-79.92826709976379,43.23662295713555,-79.92826738449497,43.23663085602949,-79.92826719789251,43.23663874145838,-79.92826654031126,43.23664659841745,-79.92826541300234,43.23665441195618,-79.92826381811062,43.23666216720674,-79.92826175867079,43.236669849412024,-79.92825923860141,43.23667744395417,-79.92825626269762,43.23668493638194,-79.92825283662192,43.236692312438386,-79.92824896689342,43.23669955808818,-79.92824466087544,43.236706659543806,-79.92823992676149,43.23671360329237,-79.92823477355972,43.23672037612111,-79.92822921107569,43.23672696514232,-79.92822324989386,43.23673335781801,-79.92821690135726,43.236739541984065,-79.92821017754609,43.236745505872946,-79.92820309125459,43.236751238136264,-79.92819565596677,43.23675672786641,-79.9281878858308,43.236914545854205,-79.92823677272969,43.23702291589732,-79.92827033832585,43.237131285781345,-79.92830390879377,43.23723965565722,-79.92833747964113,43.237348025614004,-79.928371060374,43.23745639561478,-79.92840462643166,43.23756476183766,-79.92843820270657,43.23767313171561,-79.92847177876854,43.23778149439514,-79.92850535031803,43.23788986425186,-79.9285389266108,43.237998234293464,-79.92857250327965,43.23810660046088,-79.92860607986749,43.238214970285746,-79.92863965650648,43.238323340295494,-79.92867323352155,43.23843170643098,-79.92870681045562,43.238540072751356,-79.92874038776579,43.23864844620189,-79.92877396480213,43.2387568088305,-79.9288075421433,43.23881229052832,-79.92882473434382,43.23857808371801,-79.93024874489649,43.23814696080771,-79.93022371395314,43.23798599324179,-79.93021436671486,43.23793587861563,-79.93021145021758,43.23617355750367,-79.93010912903797,43.235990995891086,-79.93009852485307,43.235721377249526,-79.93008286722882,43.233531333026924,-79.92941555278226,43.233623921997335,-79.9272426151057,43.23362498141245,-79.92721771472873",1,2,,,,24,Sports,Park
Matt Broman Park,-1,"43.21498551267363,-79.8168939629846,43.2129624462602,-79.81702876247469,43.2128584566509,-79.81659029175565,43.213512148294356,-79.81641820035235,43.21440822385685,-79.81627682383511,43.21508016971941,-79.81620710356705,43.21499187949401,-79.81664279809848,43.21498551267363,-79.8168939629846",1,2,,,,25,Business,Park
